"",16.000
16234.0000,-3.2256E+01
16234.1667,-3.4460E+01
16234.3333,-1.3545E+01
16234.5000,-1.2191E+01
16234.6667,-3.0713E+00
16234.8333,-1.6904E+01
16235.0000,-2.4820E+01
16235.1667,-2.8945E+01
16235.3333,-2.0221E+01
16235.5000,-1.4864E+01
16235.6667,-1.9038E+01
16235.8333,-2.5449E+01
16236.0000,-3.5478E+01
16236.1667,-4.3247E+01
16236.3333,-3.1967E+01
16236.5000,-1.9463E+01
16236.6667,-1.9514E+01
16236.8333,-2.3863E+01
16237.0000,-3.1343E+01
16237.1667,-4.3528E+01
16237.3333,-2.2159E+01
16237.5000,-8.4391E+00
16237.6667,-8.4701E+00
16237.8333,-1.7793E+01
16238.0000,-3.2092E+01
16238.1667,-4.1292E+01
16238.3333,-2.4491E+01
16238.5000,-1.5221E+01
16238.6667,-1.1649E+01
16238.8333,-3.7979E+01
16239.0000,-3.8424E+01
16239.1667,-3.9112E+01
16239.3333,-2.4878E+01
16239.5000,-1.4467E+01
16239.6667,-2.2510E+01
16239.8333,-1.9655E+01
16240.0000,-3.4969E+01
16240.1667,-4.5474E+01
16240.3333,-1.8344E+01
16240.5000,-1.4653E+01
16240.6667,-8.2311E+00
16240.8333,-2.7077E+01
16241.0000,-3.1300E+01
16241.1667,-3.8561E+01
16241.3333,-1.3406E+01
16241.5000,-9.0776E+00
16241.6667,-8.7236E+00
16241.8333,-1.8000E+01
16242.0000,-2.6219E+01
16242.1667,-4.3275E+01
16242.3333,-1.9449E+01
16242.5000,-1.0360E+01
16242.6667,-5.6779E+00
16242.8333,-1.6770E+01
16243.0000,-3.0616E+01
16243.1667,-3.7420E+01
16243.3333,-1.2354E+01
16243.5000,-5.7468E+00
16243.6667,-3.9788E-01
16243.8333,-2.8798E+01
16244.0000,-2.9275E+01
16244.1667,-3.4716E+01
16244.3333,-1.3263E+01
16244.5000,-1.4559E+01
16244.6667,-1.8143E+01
16244.8333,-2.2884E+01
16245.0000,-2.9028E+01
16245.1667,-3.0191E+01
16245.3333,-3.2532E+01
16245.5000,-2.2886E+01
16245.6667,-1.7563E+01
16245.8333,-2.5085E+01
16246.0000,-3.6636E+01
16246.1667,-4.1926E+01
16246.3333,-2.3187E+01
16246.5000,-1.6800E+01
16246.6667,-1.0790E+01
16246.8333,-1.9856E+01
16247.0000,-3.2564E+01
16247.1667,-4.3032E+01
16247.3333,-2.4195E+01
16247.5000,-7.6197E+00
16247.6667,-7.2028E+00
16247.8333,-2.0068E+01
16248.0000,-3.4664E+01
16248.1667,-3.5448E+01
16248.3333,-9.7140E+00
16248.5000,-1.8514E+01
16248.6667,-4.4588E+00
16248.8333,-1.3065E+01
16249.0000,-2.5823E+01
